creature_id,name,description,source_file,pet_value,max_age,body_size,gait_speed,lays_eggs,clutch_min,clutch_max,milkable,shearable,is_webber,is_nopain,is_noexert,is_nobreathe,is_extravision,is_trapavoid,is_mount,is_pack,is_wagon,combat_rating,economic_rating,biomes,creature_classes,is_aquatic,is_amphibious,is_prehistoric,is_animal_person,is_megabeast,is_semimegabeast,included_in_mod,exclusion_reason
CENOZOIC_ANDREWSARCHUS_MAN,andrewsarchus man,A large mammalian person with a long head.,creature_cenozoic.txt,300,MAXAGE:60:80,850000,157,False,0,0,False,False,False,False,False,False,False,False,False,False,False,53,45,SHRUBLAND_TEMPERATE; DESERT_BADLAND,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_ANDREWSARCHUS_MAN' ends with _MAN or _WOMAN
CENOZOIC_DEINOTHERIUM,deinotherium,A gigantic hairless mammal with a long trunk and two backward-curving tusks.,creature_cenozoic.txt,1000,MAXAGE:50:70,11793000,219,False,0,0,False,False,False,False,False,False,False,False,False,True,False,63,58,FOREST_TROPICAL_MOIST_BROADLEAF; SAVANNA_TROPICAL; GRASSLAND_TROPICAL,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_DEINOTHERIUM_MAN,deinotherium man,A very large hairless mammal person with a trunk and two backward-curving tusks.,creature_cenozoic.txt,1000,MAXAGE:60:80,11793000,219,False,0,0,False,False,False,False,False,False,False,False,False,True,False,63,58,FOREST_TROPICAL_MOIST_BROADLEAF; SAVANNA_TROPICAL; GRASSLAND_TROPICAL,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_DEINOTHERIUM_MAN' ends with _MAN or _WOMAN
CENOZOIC_DODO,dodo,A small flightless bird with a large beak.,creature_cenozoic.txt,50,MAXAGE:35:45,14000,183,True,1,1,False,False,False,False,False,False,False,False,False,False,False,35,38,FOREST_TROPICAL_MOIST_BROADLEAF; FOREST_TROPICAL_DRY_BROADLEAF,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_DODO_MAN,dodo man,A small flightless bird person with a large beak.,creature_cenozoic.txt,50,MAXAGE:60:80,14000,183,True,1,1,False,False,False,False,False,False,False,False,False,False,False,35,38,FOREST_TROPICAL_MOIST_BROADLEAF; FOREST_TROPICAL_DRY_BROADLEAF,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_DODO_MAN' ends with _MAN or _WOMAN
CENOZOIC_ENTELODON,entelodon,A large bulky mammal with a long snout.  It can run quickly on its thin legs.,creature_cenozoic.txt,200,MAXAGE:10:20,272000,183,False,0,0,False,False,False,False,False,False,False,False,False,True,True,48,52,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_ENTELODON_MAN,entelodon man,A large bulky mammal person with a long snout and skinny legs.,creature_cenozoic.txt,200,MAXAGE:60:80,272000,183,False,0,0,False,False,False,False,False,False,False,False,False,True,True,48,52,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_ENTELODON_MAN' ends with _MAN or _WOMAN
CENOZOIC_GLYPTODON,glyptodon,A huge shelled mammal.,creature_cenozoic.txt,400,MAXAGE:10:15,2000000,548,False,0,0,False,False,False,False,False,False,False,False,False,False,False,53,50,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_GLYPTODON_MAN,glyptodon man,A large mammal person with a shell.,creature_cenozoic.txt,400,MAXAGE:60:80,2000000,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,55,50,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_GLYPTODON_MAN' ends with _MAN or _WOMAN
CENOZOIC_KELENKEN,kelenken,A large predatory flightless bird with a terrifying beak.,creature_cenozoic.txt,100,MAXAGE:35:45,100000,183,True,10,15,False,False,False,False,False,False,False,False,False,False,False,43,48,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_KELENKEN_MAN,kelenken man,A flightless bird person with a terrifying beak.,creature_cenozoic.txt,100,MAXAGE:60:80,100000,183,True,10,15,False,False,False,False,False,False,False,False,False,False,False,43,48,SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_KELENKEN_MAN' ends with _MAN or _WOMAN
CENOZOIC_MAMMOTH_PYGMY,pygmy mammoth,A huge mammal with a long trunk and two tusks.,creature_cenozoic.txt,400,MAXAGE:50:70,1055000,366,False,0,0,False,False,False,False,False,False,False,False,False,True,False,52,58,SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MAMMOTH_PYGMY_MAN,pygmy mammoth man,A large mammal person with a long trunk and two tusks.,creature_cenozoic.txt,400,MAXAGE:60:80,1055000,293,False,0,0,False,False,False,False,False,False,False,False,False,True,False,52,58,SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MAMMOTH_PYGMY_MAN' ends with _MAN or _WOMAN
CENOZOIC_MAMMOTH_WOOLLY,woolly mammoth,A gigantic woolly mammal with a long trunk and two tusk.,creature_cenozoic.txt,500,MAXAGE:50:70,6045000,488,False,0,0,False,True,False,False,False,False,False,False,False,True,False,58,73,TUNDRA; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MAMMOTH_WOOLLY_MAN,woolly mammoth man,A very large woolly mammal person with two tusks.,creature_cenozoic.txt,500,MAXAGE:60:80,6045000,293,False,0,0,False,True,False,False,False,False,False,False,False,True,False,60,73,TUNDRA; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MAMMOTH_WOOLLY_MAN' ends with _MAN or _WOMAN
CENOZOIC_MEGACEROPS,megacerops,A huge hairless mammal with a forked horn.,creature_cenozoic.txt,400,MAXAGE:40:50,3000000,366,False,0,0,False,False,False,False,False,False,False,False,False,False,False,56,50,FOREST_TEMPERATE_BROADLEAF; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MEGACEROPS_MAN,megacerops man,A large hairless mammal person with a forked horn.,creature_cenozoic.txt,400,MAXAGE:60:80,3000000,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,57,50,FOREST_TEMPERATE_BROADLEAF; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MEGACEROPS_MAN' ends with _MAN or _WOMAN
CENOZOIC_MEGALANIA,megalania,A very large lizard.,creature_cenozoic.txt,200,MAXAGE:20:30,450000,366,True,15,25,False,False,False,False,False,False,False,False,False,False,False,48,60,FOREST_TROPICAL_DRY_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MEGALANIA_MAN,megalania man,A large lizard person.,creature_cenozoic.txt,200,MAXAGE:60:80,450000,293,True,15,25,False,False,False,False,False,False,False,False,False,False,False,49,60,FOREST_TROPICAL_DRY_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MEGALANIA_MAN' ends with _MAN or _WOMAN
CENOZOIC_MEGALODON,megalodon,A gigantic shark.,creature_cenozoic.txt,2000,MAXAGE:20:30,23269000,131,False,0,0,False,False,False,False,False,False,False,False,False,False,False,64,50,OCEAN_TEMPERATE; OCEAN_TROPICAL,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,True,False,True,False,False,False,True,
CENOZOIC_MEGALODON_MAN,megalodon man,A very large legless shark person.,creature_cenozoic.txt,2000,MAXAGE:60:80,23269000,131,False,0,0,False,False,False,False,False,False,False,False,False,False,False,64,50,OCEAN_TEMPERATE; OCEAN_TROPICAL,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,True,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MEGALODON_MAN' ends with _MAN or _WOMAN
CENOZOIC_MEGATHERIUM,megatherium,A huge ground sloth with a long tongue.,creature_cenozoic.txt,400,MAXAGE:40:50,3742000,462,False,0,0,False,False,False,False,False,False,False,False,False,False,False,56,50,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MEGATHERIUM_MAN,megatherium man,A large sloth person with a long tongue.,creature_cenozoic.txt,400,MAXAGE:60:80,3742000,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,58,50,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MEGATHERIUM_MAN' ends with _MAN or _WOMAN
CENOZOIC_MIOHIPPUS,miohippus,A small horse with three toes on each foot.,creature_cenozoic.txt,50,MAXAGE:10:20,47500,183,False,0,0,True,False,False,False,False,False,False,False,False,False,False,40,43,FOREST_TEMPERATE_BROADLEAF; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MIOHIPPUS_MAN,miohippus man,A small horse person with three fingers and three toes.,creature_cenozoic.txt,50,MAXAGE:60:80,47500,183,False,0,0,True,False,False,False,False,False,False,False,False,False,False,40,43,FOREST_TEMPERATE_BROADLEAF; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MIOHIPPUS_MAN' ends with _MAN or _WOMAN
CENOZOIC_MOA,moa,A large flightless bird.  Females are more than twice as large as males.  They are primarily herbivorous.,creature_cenozoic.txt,100,MAXAGE:35:45,72000,219,True,10,15,False,False,False,False,False,False,False,False,False,False,False,41,48,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_MOA_MAN,moa man,A large flightless bird person.  Moa women are twice the size of moa men.,creature_cenozoic.txt,100,MAXAGE:60:80,72000,219,True,10,15,False,False,False,False,False,False,False,False,False,False,False,41,48,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_MOA_MAN' ends with _MAN or _WOMAN
CENOZOIC_PARACERATHERIUM,paraceratherium,A gigantic hairless mammal with a long neck and a small trunk.,creature_cenozoic.txt,1000,MAXAGE:40:50,18000000,274,False,0,0,False,False,False,False,False,False,False,False,False,True,False,62,58,SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE; DESERT_BADLAND,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_PARACERATHERIUM_MAN,paraceratherium man,A very large hairless mammal person with a long neck and a small trunk,creature_cenozoic.txt,1000,MAXAGE:60:80,18000000,274,False,0,0,False,False,False,False,False,False,False,False,False,True,False,62,58,SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE; DESERT_BADLAND,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_PARACERATHERIUM_MAN' ends with _MAN or _WOMAN
CENOZOIC_PLATYBELODON,platybelodon,A huge hairless mammal with a great shovel-like mouth capped with two tusks.  It has a long trunk and two small upper tusks as well.,creature_cenozoic.txt,400,MAXAGE:50:70,3500000,274,False,0,0,False,False,False,False,False,False,False,False,False,True,False,58,58,MARSH_TEMPERATE_FRESHWATER; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_PLATYBELODON_MAN,platybelodon man,A large hairless mammal person with a large shovel-like mouth and a trunk.,creature_cenozoic.txt,400,MAXAGE:60:80,3500000,274,False,0,0,False,False,False,False,False,False,False,False,False,True,False,58,58,MARSH_TEMPERATE_FRESHWATER; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_PLATYBELODON_MAN' ends with _MAN or _WOMAN
CENOZOIC_RHINOCEROS_WOOLLY,woolly rhinoceros,A huge woolly mammal with two horns.,creature_cenozoic.txt,400,MAXAGE:40:50,2650000,366,False,0,0,False,True,False,False,False,False,False,False,False,False,False,56,65,TUNDRA; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_RHINOCEROS_WOOLLY_MAN,woolly rhinoceros man,A large woolly mammal person with two horns.,creature_cenozoic.txt,400,MAXAGE:60:80,2650000,293,False,0,0,False,True,False,False,False,False,False,False,False,False,False,56,65,TUNDRA; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_RHINOCEROS_WOOLLY_MAN' ends with _MAN or _WOMAN
CENOZOIC_SMILODON,smilodon,A large feline with pronounced eye teeth protruding from its mouth.,creature_cenozoic.txt,200,MAXAGE:10:20,328000,183,False,0,0,False,False,False,False,False,False,False,False,False,False,False,48,38,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_SMILODON_MAN,smilodon man,A large feline person with pronounced eye teeth protruding from their mouth.,creature_cenozoic.txt,200,MAXAGE:60:80,328000,183,False,0,0,False,False,False,False,False,False,False,False,False,False,False,48,38,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_SMILODON_MAN' ends with _MAN or _WOMAN
CENOZOIC_THYLACINE,thylacine,A small striped mammal predator that hunts a night.  It can open its jaws unusually wide.,creature_cenozoic.txt,50,MAXAGE:10:20,19000,219,False,0,0,False,False,False,False,False,False,False,False,False,False,False,36,26,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,False,False,False,True,
CENOZOIC_THYLACINE_MAN,thylacine man,A small striped mammal person.,creature_cenozoic.txt,50,MAXAGE:60:80,19000,219,False,0,0,False,False,False,False,False,False,False,False,False,False,False,36,26,FOREST_TEMPERATE_BROADLEAF; SHRUBLAND_TEMPERATE; GRASSLAND_TEMPERATE,REAL_WORLD_EXTINCT; CENOZOIC; MAMMAL; GENERAL_POISON,False,False,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_THYLACINE_MAN' ends with _MAN or _WOMAN
CENOZOIC_TITANOBOA,titanoboa,A very large snake.  It is amphibious and constricts its prey.,creature_cenozoic.txt,300,MAXAGE:10:20,933000,548,False,0,0,False,False,False,False,False,False,False,False,False,False,False,49,45,SWAMP_TROPICAL_FRESHWATER; MARSH_TROPICAL_FRESHWATER; LAKE_TROPICAL_FRESHWATER; RIVER_TROPICAL_FRESHWATER,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,True,True,False,False,False,True,
CENOZOIC_TITANOBOA_MAN,titanoboa man,A large legless snake person.,creature_cenozoic.txt,300,MAXAGE:60:80,933000,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,52,45,SWAMP_TROPICAL_FRESHWATER; MARSH_TROPICAL_FRESHWATER; LAKE_TROPICAL_FRESHWATER; RIVER_TROPICAL_FRESHWATER,REAL_WORLD_EXTINCT; CENOZOIC; GENERAL_POISON,False,True,True,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CENOZOIC_TITANOBOA_MAN' ends with _MAN or _WOMAN
CENTAUR,centaur,,creature_fanciful.txt,,,0,,False,0,0,False,False,False,False,False,False,False,False,False,False,False,10,16,,,False,False,False,False,False,False,False,FANCIFUL_LEGENDARY: creature is a myth/legend with no spawn biomes
CHAMELEON,chameleon,"A colorful lizard that spends its life hunting insects with its long tongue.  It moves slowly through the trees, spying the surroundings with its independently roving eyes.",creature_reptiles.txt,10,MAXAGE:5:10,150,1755,True,40,50,False,False,False,False,False,False,False,False,False,False,False,2,50,ANY_TROPICAL_FOREST; SHRUBLAND_TROPICAL; SAVANNA_TROPICAL; ANY_DESERT,GENERAL_POISON,False,False,False,False,False,False,False,TAG_EXCLUSION: creature has [SMALL_REMAINS]
CHAMELEON_MAN,chameleon man,A colorful person with the head and tail of a chameleon.,creature_reptiles.txt,10,MAXAGE:60:80,150,293,True,40,50,False,False,False,False,False,False,False,False,False,False,False,14,50,ANY_TROPICAL_FOREST; SHRUBLAND_TROPICAL; SAVANNA_TROPICAL; ANY_DESERT,GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CHAMELEON_MAN' ends with _MAN or _WOMAN
CHEETAH,cheetah,A large spotted feline predator.  It is capable of incredible speed when ambushing its prey.,creature_large_tropical.txt,200,MAXAGE:10:20,50000,100,False,0,0,False,False,False,False,False,False,False,False,False,False,False,41,33,SAVANNA_TROPICAL; GRASSLAND_TROPICAL; SHRUBLAND_TROPICAL,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
CHEETAH_MAN,cheetah man,A spotted person with the head and tail of a cheetah.,creature_large_tropical.txt,200,MAXAGE:60:80,50000,100,False,0,0,False,False,False,False,False,False,False,False,False,False,False,41,33,SAVANNA_TROPICAL; GRASSLAND_TROPICAL; SHRUBLAND_TROPICAL,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CHEETAH_MAN' ends with _MAN or _WOMAN
CHIMERA,chimera,,creature_fanciful.txt,,,0,,False,0,0,False,False,False,False,False,False,False,False,False,False,False,10,16,,,False,False,False,False,False,False,False,FANCIFUL_LEGENDARY: creature is a myth/legend with no spawn biomes
CHIMPANZEE,chimpanzee,"A large ape which lives in the tropical forests.  It lives in complex social groups of many members.  Though it is quite intelligent, it has been known for ferocious attacks.",creature_large_tropical.txt,500,MAXAGE:40:80,50000,219,False,0,0,False,False,False,False,False,False,False,False,False,False,False,40,43,FOREST_TROPICAL_MOIST_BROADLEAF; SHRUBLAND_TROPICAL,MAMMAL; HUMANOID_TRACKING_SYMBOL; GENERAL_POISON,False,False,False,False,False,False,True,
CHINCHILLA,chinchilla,A tiny furry rodent dwelling in the hollow cracks of rocks.  They can be found high in the mountains.,creature_mountain_new.txt,3,MAXAGE:10:20,500,439,False,0,0,False,False,False,False,False,False,False,False,False,False,False,18,18,MOUNTAIN,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
CHINCHILLA_MAN,chinchilla man,A hairy person with the head and tail of a chinchilla.,creature_mountain_new.txt,3,MAXAGE:60:80,500,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,19,18,MOUNTAIN,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CHINCHILLA_MAN' ends with _MAN or _WOMAN
CHIPMUNK,chipmunk,A tiny striped rodent found scurrying through the bushes and trees of the temperate forest.,creature_small_mammals.txt,10,MAXAGE:2:3,300,548,False,0,0,False,False,False,False,False,False,False,False,False,False,False,14,17,ANY_TEMPERATE_FOREST,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,False,TAG_EXCLUSION: creature has [SMALL_REMAINS]
CHIPMUNK_MAN,chipmunk man,A striped person with the head and tail of a chipmunk.,creature_small_mammals.txt,10,MAXAGE:60:80,300,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,17,17,ANY_TEMPERATE_FOREST,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'CHIPMUNK_MAN' ends with _MAN or _WOMAN
COATI,coati,"A small, long-nosed raccoon-like creature.",creature_temperate_new.txt,50,MAXAGE:10:15,6000,325,False,0,0,False,False,False,False,False,False,False,False,False,False,False,30,24,ANY_TEMPERATE_FOREST; ANY_TROPICAL_FOREST,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
COATI_MAN,coati man,A person with the head and tail of a coati.,creature_temperate_new.txt,50,MAXAGE:60:80,6000,293,False,0,0,False,False,False,False,False,False,False,False,False,False,False,30,24,ANY_TEMPERATE_FOREST; ANY_TROPICAL_FOREST,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'COATI_MAN' ends with _MAN or _WOMAN
COCKATIEL_MAN,cockatiel man,A crested person with the head and wings of a cockatiel.,creature_birds_new.txt,30,MAXAGE:60:80,90,251,True,2,8,False,False,False,False,False,False,False,False,False,False,False,12,29,ANY_DESERT; GRASSLAND_TEMPERATE,GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'COCKATIEL_MAN' ends with _MAN or _WOMAN
COLOSSUS_BRONZE,bronze colossus,A gigantic magic statue made of bronze and bent on mayhem.,creature_standard.txt,,,20000000,219,False,0,0,False,False,False,True,True,True,True,False,False,False,False,83,50,ANY_LAND,FOOTWEAR_TRACKING_SYMBOL,False,False,False,False,True,False,False,TAG_EXCLUSION: creature has [MEGABEAST]
COPPERHEAD_SNAKE,copperhead snake,A tiny venomous snake found in the woods and swamps.,creature_temperate_new.txt,50,MAXAGE:10:20,500,1755,False,0,0,False,False,False,False,False,False,False,False,False,False,False,7,18,FOREST_TEMPERATE_BROADLEAF; ANY_TEMPERATE_SWAMP,POISONOUS; GENERAL_POISON,False,False,False,False,False,False,True,
COPPERHEAD_SNAKE_MAN,copperhead snake man,A large copperhead snake with the arms of a man.,creature_temperate_new.txt,50,MAXAGE:60:80,500,439,False,0,0,False,False,False,False,False,False,False,False,False,False,False,18,18,FOREST_TEMPERATE_BROADLEAF; ANY_TEMPERATE_SWAMP,POISONOUS; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'COPPERHEAD_SNAKE_MAN' ends with _MAN or _WOMAN
COUGAR,cougar,"A large solitary feline.  It is found most often in dense vegetation, ambushing its prey.",creature_large_temperate.txt,100,MAXAGE:10:20,60000,195,False,0,0,False,False,False,False,False,False,False,False,False,False,False,41,29,ANY_TEMPERATE_FOREST; ANY_TROPICAL_FOREST; SHRUBLAND_TEMPERATE; SHRUBLAND_TROPICAL,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
COUGAR_MAN,cougar man,A person with the head and tail of a cougar.,creature_large_temperate.txt,100,MAXAGE:60:80,60000,195,False,0,0,False,False,False,False,False,False,False,False,False,False,False,41,29,ANY_TEMPERATE_FOREST; ANY_TROPICAL_FOREST; SHRUBLAND_TEMPERATE; SHRUBLAND_TROPICAL,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'COUGAR_MAN' ends with _MAN or _WOMAN
COW,cow,A large mammalian herbivore.  They often bear large horns and the males are ill-tempered.  They are domesticated for milk and meat.,creature_domestic.txt,300,MAXAGE:10:20,600000,325,False,0,0,True,False,False,False,False,False,False,False,False,False,False,50,59,,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
COYOTE,coyote,"A medium-sized dog-like creature.  It is sly, and groups can be heard howling in the night.",creature_temperate_new.txt,50,MAXAGE:10:20,15000,137,False,0,0,False,False,False,False,False,False,False,False,False,False,False,35,26,MOUNTAIN; TUNDRA; FOREST_TAIGA; ANY_TEMPERATE_FOREST; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE; SHRUBLAND_TEMPERATE; ANY_TEMPERATE_WETLAND; ANY_DESERT,MAMMAL; GENERAL_POISON,False,False,False,False,False,False,True,
COYOTE_MAN,coyote man,A person with the head and tail of a coyote.,creature_temperate_new.txt,50,MAXAGE:60:80,15000,137,False,0,0,False,False,False,False,False,False,False,False,False,False,False,35,26,MOUNTAIN; TUNDRA; FOREST_TAIGA; ANY_TEMPERATE_FOREST; SAVANNA_TEMPERATE; GRASSLAND_TEMPERATE; SHRUBLAND_TEMPERATE; ANY_TEMPERATE_WETLAND; ANY_DESERT,MAMMAL; GENERAL_POISON,False,False,False,True,False,False,False,ANIMAL_PERSON_ID: creature ID 'COYOTE_MAN' ends with _MAN or _WOMAN
CRAB,crab,A tiny shelled ocean creature with many long legs.  It has two large pincers on its front limbs.,creature_ocean_new.txt,57,MAXAGE:10:20,8000,8775,False,0,0,False,False,False,False,False,False,False,False,False,False,False,19,31,ANY_OCEAN,GENERAL_POISON,False,True,False,False,False,False,True,
